stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone
299521,1170,Beato Tomás de Zumárraga 76,Parada,42.8512137210667,-2.68760554313978,,,,,Europe/Madrid
341761,1335,Avenida los Huetos 2,Parada,42.8532335428144,-2.69697235550338,,,,,Europe/Madrid
300033,1172,Avenida los Huetos / Ali ,Parada,42.8537573007836,-2.69923259300906,,,,,Europe/Madrid
300289,1173,Avenida los Huetos / Antonio Machado,Parada,42.8548517098745,-2.70452789223283,,,,,Europe/Madrid
345857,1351,Bremen / Düsseldorf,Parada,42.8531923811523,-2.70888196452365,,,,,Europe/Madrid
324609,1268,Avenida los Huetos / Mercedes,Parada,42.8566587746101,-2.71399547437359,,,,,Europe/Madrid
325121,1270,Avenida los Huetos / Mayoristas,Parada,42.8578466802617,-2.72098041868684,,,,,Europe/Madrid
306177,1196,Lermandabidea / Lanzadera,Parada,42.851103110342,-2.72340081770742,,,,,Europe/Madrid
355073,1387,Lermandabidea / Ortuoste,Parada,42.8505115321334,-2.72832198938206,,,,,Europe/Madrid
311041,1215,Lermandabidea / Zuazobidea,Parada,42.8493936238033,-2.73353944287474,,,,,Europe/Madrid
348417,1361,Lermandabidea / Jundiz,Parada,42.846955802919,-2.73858022208353,,,,,Europe/Madrid
349441,1365,Lermandabidea / Araneta,Parada,42.8448042153292,-2.74285685148433,,,,,Europe/Madrid
349697,1366,Mendigorritxu,Parada,42.8407383254437,-2.74689777328043,,,,,Europe/Madrid
349953,1367,Zurrupitieta / Mendigorritxu,Parada,42.8377855982857,-2.74531907637928,,,,,Europe/Madrid
352769,1378,Zurrupitieta / Jundiz,Parada,42.8417328675135,-2.73666721451389,,,,,Europe/Madrid
306689,1198,Basaldea / Zurripitieta,Parada,42.8432531062801,-2.73206977611361,,,,,Europe/Madrid
306945,1199,Basaldea / Gerezpea,Parada,42.8377515818879,-2.73044849180809,,,,,Europe/Madrid
307201,1200,Arriurdina / Basaldea,Parada,42.8356035837357,-2.73034731440454,,,,,Europe/Madrid
307457,1201,Arriurdina / Jundiz,Parada,42.8348034097966,-2.73476105530246,,,,,Europe/Madrid
307713,1202,Jundiz / Paduleta,Parada,42.8320880570539,-2.73464954041464,,,,,Europe/Madrid
307969,1203,Paduleta / Uzbina,Parada,42.8312371686585,-2.73861622297605,,,,,Europe/Madrid
308225,1204,Paduleta / Mendigorritxu,Parada,42.8311224336124,-2.7436354072026,,,,,Europe/Madrid
355841,1390,Ariñez,Parada,42.8287672197125,-2.74959539093309,,,,,Europe/Madrid
308481,1205,Ariñez,Parada,42.8293455432247,-2.74844566446024,,,,,Europe/Madrid
308737,1206,Paduleta / Mendigorritxu,Parada,42.831032337888,-2.74361627955654,,,,,Europe/Madrid
308993,1207,Paduleta / Uzbina,Parada,42.831110844542,-2.73850663866563,,,,,Europe/Madrid
309249,1208,Jundiz / Paduleta,Parada,42.832042325854,-2.73434538232276,,,,,Europe/Madrid
309505,1209,Arriurdina / Jundiz,Parada,42.8346948072882,-2.73452827364587,,,,,Europe/Madrid
309761,1210,Arriurdina / Basaldea,Parada,42.8354412769629,-2.73025739677926,,,,,Europe/Madrid
310017,1211,Basaldea / Gerezpea,Parada,42.8382424411636,-2.73047886308386,,,,,Europe/Madrid
310273,1212,Basaldea / Zurripitieta,Parada,42.8434155616115,-2.73222395627691,,,,,Europe/Madrid
348929,1363,Zurrupitieta / Jundiz,Parada,42.8419406903742,-2.73697264680658,,,,,Europe/Madrid
311553,1217,Zurrupitieta / Jundiz,Parada,42.8412593194666,-2.73829599874837,,,,,Europe/Madrid
311809,1218,Zurrupitieta / Mendigorritxu,Parada,42.837965986929,-2.74544643687451,,,,,Europe/Madrid
312065,1219,Mendigorritxu,Parada,42.8407378125062,-2.74666565408458,,,,,Europe/Madrid
