shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
Route_10,42.8801905411091,-2.64226996714473,1186,7725
Route_10,42.881792619102,-2.64199821127504,1187,7904
Route_10,42.8836375974454,-2.64165003255812,1188,8111
Route_10,42.8855408719076,-2.64122648913137,1189,8325
Route_10,42.8876377522969,-2.64080179651086,1190,8560
Route_10,42.8895902349249,-2.6402776433816,1191,8781
Route_10,42.8902182215844,-2.6400978133085,1192,8853
Route_19,42.86431481138,-2.69035359288419,1193,49
Route_19,42.8633719322347,-2.68967660351483,1194,167
Route_19,42.8623523455622,-2.68894110819071,1195,296
Route_19,42.8623072680404,-2.68892220733184,1196,301
Route_19,42.8622532373333,-2.68892247842483,1197,307
Route_19,42.8622352270976,-2.688922568789,1198,309
Route_19,42.8621721725753,-2.68891599944565,1199,316
Route_19,42.862118071232,-2.6888902582336,1200,322
Route_19,42.8620774775598,-2.68886444928089,1201,327
Route_19,42.862027791486,-2.68880655275035,1202,334
Route_19,42.8620275171269,-2.68870556393413,1203,343
Route_19,42.8620407254013,-2.6885953264741,1204,352
Route_19,42.8620675639745,-2.68853016006817,1205,358
Route_19,42.8621169257066,-2.68846870582438,1206,365
Route_19,42.8621528650376,-2.68843868716862,1207,370
Route_19,42.8622112235128,-2.68837412722985,1208,378
Route_19,42.8622873777664,-2.68823067442078,1209,393
Route_19,42.862560074479,-2.68751012437633,1210,459
Route_19,42.8629356349214,-2.68653656914685,1211,549
Route_19,42.8633245350884,-2.6855047873675,1212,643
Route_19,42.8633467979048,-2.68541362830839,1213,651
Route_19,42.8633285208277,-2.68531655420503,1214,660
Route_19,42.8633012385553,-2.68521952588134,1215,668
Route_19,42.8632604485313,-2.6851225662475,1216,677
Route_19,42.8631791333133,-2.68502504753567,1217,689
Route_19,42.8629807283948,-2.68491970814952,1218,713
Route_19,42.8622454576235,-2.68443149843898,1219,804
Route_19,42.8614696237048,-2.68392973577398,1220,899
Route_19,42.8612982415306,-2.68382732524002,1221,920
Route_19,42.8605267297893,-2.68326129073859,1222,1017
Route_19,42.8598005267769,-2.68279832012039,1223,1106
Route_19,42.8592365581776,-2.68238655205945,1224,1177
Route_19,42.859151081674,-2.6824130013135,1225,1187
Route_19,42.8590701246858,-2.68244554767283,1226,1197
Route_19,42.8589845230561,-2.6824268600766,1227,1206
Route_19,42.8589123909238,-2.68239433284465,1228,1215
Route_19,42.8588402078743,-2.68234344504078,1229,1224
Route_19,42.8587815112624,-2.68228483788269,1230,1232
Route_19,42.8587318218599,-2.68222694971149,1231,1239
Route_19,42.8587046813016,-2.68218195166819,1232,1244
Route_19,42.8586638695958,-2.68207811600061,1233,1253
Route_19,42.8586230238167,-2.68196204008209,1234,1264
Route_19,42.85860470771,-2.68185196899772,1235,1273
Route_19,42.8585818528096,-2.68172891568545,1236,1283
Route_19,42.858590407249,-2.68156668441133,1237,1297
Route_19,42.8586126244255,-2.68146023044892,1238,1306
Route_19,42.8587021840999,-2.68128304702134,1239,1323
Route_19,42.8588458061377,-2.68111706061126,1240,1344
Route_19,42.8589672112298,-2.68105752822144,1241,1359
Route_19,42.859048191249,-2.68103339542978,1242,1368
Route_19,42.8591424531135,-2.68092809984066,1243,1381
Route_19,42.859218728092,-2.68083131198635,1244,1393
Route_19,42.8593128810258,-2.68068699913295,1245,1409
Route_19,42.8593620060658,-2.6805421527844,1246,1422
Route_19,42.8594332936264,-2.68027172456691,1247,1445
Route_19,42.8594733873905,-2.68011774365075,1248,1459
Route_19,42.8599548121035,-2.67838241814261,1249,1610
Route_19,42.8601866181836,-2.67755342684807,1250,1683
Route_19,42.8605522700096,-2.67628994307213,1251,1793
Route_19,42.8608197799964,-2.67535440541819,1252,1875
Route_19,42.8608775063561,-2.67506949974192,1253,1900
Route_19,42.8608862727455,-2.67498529686427,1254,1907
Route_19,42.8608904257909,-2.6748620999344,1255,1917
Route_19,42.860881173125,-2.67477493127541,1256,1924
Route_19,42.8608494858281,-2.67471542260731,1257,1930
Route_19,42.8608088694321,-2.67468273802753,1258,1935
Route_19,42.860700677782,-2.67463740205502,1259,1948
Route_19,42.8591860187589,-2.6740118953195,1260,2123
Route_19,42.8588614341735,-2.67387283479572,1261,2161
Route_19,42.8584783096514,-2.67373178864502,1262,2205
Route_19,42.8579193476574,-2.67350828195887,1263,2270
Route_19,42.8573293842054,-2.67346625214914,1264,2336
Route_19,42.8570636919634,-2.6734531159531,1265,2365
Route_19,42.8567124576763,-2.67344272538175,1266,2404
Route_19,42.8560774685106,-2.6734009340824,1267,2475
Route_19,42.8558477944813,-2.67338684369282,1268,2500
Route_19,42.8553073763625,-2.67335067529456,1269,2560
Route_19,42.8551272304324,-2.67333632435417,1270,2580
Route_19,42.8541364451421,-2.67326351536156,1271,2691
Route_19,42.8533798385402,-2.6732055389425,1272,2775
Route_19,42.8532808040604,-2.67321371048466,1273,2786
Route_19,42.8532358002884,-2.67322159730633,1274,2791
Route_19,42.8531908859678,-2.6732608473348,1275,2797
Route_19,42.8531820357341,-2.67331520668531,1276,2801
Route_19,42.8531506508685,-2.67336203502818,1277,2806
Route_19,42.8530922070131,-2.6733937064814,1278,2813
Route_19,42.8530471814193,-2.67339394359975,1279,2818
Route_19,42.852993061291,-2.67336286502223,1280,2825
Route_19,42.8529342924444,-2.67328055833804,1281,2834
Route_19,42.8529341440895,-2.67322854150812,1282,2839
Route_19,42.8529519121087,-2.67314353676402,1283,2846
Route_19,42.8529922081419,-2.67306376796951,1284,2854
Route_19,42.8530504139093,-2.67294871618461,1285,2865
Route_19,42.8530502719556,-2.67289899412332,1286,2869
Route_19,42.8527821738081,-2.67204441454808,1287,2945
Route_19,42.8525232193018,-2.67124028123312,1288,3017
Route_19,42.8522416253307,-2.67039420234173,1289,3093
Route_19,42.8522053165168,-2.67029418608838,1290,3102
Route_19,42.8521284867899,-2.67019515038719,1291,3113
Route_19,42.8520335982806,-2.67007938200904,1292,3128
Route_19,42.8519568146403,-2.66999641061074,1293,3139
Route_19,42.8512801497755,-2.6695555782993,1294,3222
Route_19,42.8503058059813,-2.66894040918154,1295,3341
Route_19,42.8495890232713,-2.6686413253034,1296,3424
Route_19,42.8492013074082,-2.66847205478022,1297,3470
Route_19,42.848858729818,-2.66834155561798,1298,3509
Route_19,42.8481962043926,-2.66812098052872,1299,3585
Route_19,42.8478175681836,-2.66797767506234,1300,3629
Route_19,42.8470196589605,-2.66765227755165,1301,3721
Route_19,42.8469116352024,-2.66766585945818,1302,3733
Route_19,42.8460658677123,-2.66791668199531,1303,3829
Route_19,42.8455349288457,-2.66804496351919,1304,3889
Route_19,42.8441085332474,-2.66836924650272,1305,4050
Route_19,42.8440997207143,-2.66843583606936,1306,4055
Route_19,42.8441405492091,-2.66854116803165,1307,4065
Route_19,42.8448505381406,-2.66960589109812,1308,4182
Route_19,42.8448417226863,-2.66967171643781,1309,4188
Route_19,42.844810394373,-2.66973766161157,1310,4194
Route_19,42.844783608264,-2.66981735009898,1311,4201
Route_19,42.844774944743,-2.66993595015711,1312,4211
Route_19,42.8449259185266,-2.67233606140464,1313,4408
Route_19,42.8452145478716,-2.67407614501418,1314,4554
Route_19,42.8452604739106,-2.67439255998455,1315,4580
Route_19,42.8455064579198,-2.67539401767208,1316,4666
Route_19,42.8455247845262,-2.67550559330047,1317,4676
Route_19,42.8455252220247,-2.67566009545181,1318,4688
Route_19,42.845502899721,-2.67572752100124,1319,4694
Route_19,42.845467125951,-2.67581490349314,1320,4703
Route_19,42.8453416274415,-2.67601825019468,1321,4724
Route_19,42.8446513197881,-2.67693591807571,1322,4832
Route_19,42.8444220379849,-2.67724070957069,1323,4867
Route_19,42.8442877492257,-2.67752134633026,1324,4894
Route_19,42.8441717711287,-2.67790896672485,1325,4929
Route_19,42.8441946085991,-2.67802434157308,1326,4938
Route_19,42.8442220323173,-2.67816952215107,1327,4951
Route_19,42.8442582698381,-2.67824658480672,1328,4958
Route_19,42.8443034845263,-2.67831365784498,1329,4966
Route_19,42.8442992181566,-2.67839781438663,1330,4972
Route_19,42.8442817165731,-2.67857917649354,1331,4987
Route_19,42.84391983857,-2.67959142309085,1332,5079
Route_19,42.8436473715955,-2.68037680185834,1333,5150
Route_19,42.8435043726294,-2.68076608164627,1334,5186
Route_19,42.8429056851355,-2.68244492925401,1335,5338
Route_19,42.8429329549142,-2.68253657065831,1336,5346
Route_19,42.8429377626091,-2.68264668324582,1337,5355
Route_19,42.842919932381,-2.68271178596691,1338,5361
Route_19,42.8428795871402,-2.68277623893076,1339,5368
Route_19,42.8426099430468,-2.68296194348375,1340,5402
Route_19,42.8424439318211,-2.68317388640232,1341,5427
Route_19,42.8421755987079,-2.68383454200949,1342,5489
Route_19,42.8416841316213,-2.68522291139554,1343,5614
